,week_id,weekly_ufocount,weekly_pct_entrtm
0,2014-27,470,100.0
1,2015-45,406,86.38297872340425
2,2020-16,403,85.74468085106383
3,2013-27,399,84.8936170212766
4,2012-27,339,72.12765957446808
5,2010-26,321,68.29787234042553
6,2020-18,305,64.8936170212766
7,2015-27,292,62.12765957446808
8,2012-32,239,50.85106382978723
9,2011-27,238,50.638297872340424
10,2014-1,225,47.87234042553191
11,2020-10,224,47.659574468085104
12,2013-1,222,47.234042553191486
13,2019-21,214,45.53191489361702
14,2009-38,212,45.1063829787234
15,2013-52,211,44.8936170212766
16,2014-35,210,44.680851063829785
17,2014-25,207,44.04255319148936
18,2011-26,206,43.82978723404255
19,2020-17,205,43.61702127659574
20,2014-39,199,42.34042553191489
21,2014-34,198,42.12765957446808
22,2012-45,195,41.48936170212766
23,2016-30,194,41.27659574468085
24,2013-39,194,41.27659574468085
25,2012-1,193,41.06382978723404
26,2013-33,193,41.06382978723404
27,2020-33,190,40.42553191489362
28,2012-46,187,39.78723404255319
29,2012-33,185,39.361702127659576
30,2012-52,184,39.148936170212764
31,2012-25,182,38.723404255319146
32,2014-28,181,38.51063829787234
33,2020-13,179,38.08510638297872
34,2013-32,179,38.08510638297872
35,2020-15,177,37.659574468085104
36,2014-31,177,37.659574468085104
37,2013-43,175,37.234042553191486
38,2012-26,175,37.234042553191486
39,2012-37,174,37.02127659574468
40,2008-27,171,36.38297872340426
41,2013-34,171,36.38297872340426
42,2014-41,171,36.38297872340426
43,2013-48,168,35.744680851063826
44,2014-38,167,35.53191489361702
45,2012-34,167,35.53191489361702
46,2015-39,167,35.53191489361702
47,2009-27,166,35.31914893617021
48,2019-41,164,34.8936170212766
49,2014-43,164,34.8936170212766
50,2014-26,164,34.8936170212766
51,2014-36,164,34.8936170212766
52,2019-51,163,34.680851063829785
53,2014-42,161,34.25531914893617
54,2014-33,160,34.04255319148936
55,2013-41,160,34.04255319148936
56,2013-31,159,33.82978723404255
57,2013-44,158,33.61702127659574
58,2019-39,157,33.40425531914894
59,2014-37,156,33.191489361702125
60,2012-35,156,33.191489361702125
61,2015-38,156,33.191489361702125
62,2019-46,155,32.97872340425532
63,2014-21,155,32.97872340425532
64,2013-38,155,32.97872340425532
65,2020-32,154,32.76595744680851
66,2011-42,154,32.76595744680851
67,2013-40,152,32.340425531914896
68,2020-27,152,32.340425531914896
69,2010-27,152,32.340425531914896
70,2011-52,152,32.340425531914896
71,2014-29,152,32.340425531914896
72,2019-40,151,32.12765957446808
73,2014-8,151,32.12765957446808
74,2013-35,151,32.12765957446808
75,2013-47,150,31.914893617021274
76,2017-27,150,31.914893617021274
77,2012-28,149,31.702127659574465
78,2016-27,149,31.702127659574465
79,2019-27,147,31.27659574468085
80,2013-37,147,31.27659574468085
81,2011-35,147,31.27659574468085
82,2012-29,147,31.27659574468085
83,2019-50,147,31.27659574468085
84,2020-34,147,31.27659574468085
85,2013-28,146,31.06382978723404
86,2008-44,146,31.06382978723404
87,2012-42,145,30.851063829787233
88,2013-46,144,30.638297872340424
89,2014-16,144,30.638297872340424
90,2020-31,144,30.638297872340424
91,2020-29,144,30.638297872340424
92,2014-3,143,30.425531914893615
93,2013-45,143,30.425531914893615
94,2019-38,143,30.425531914893615
95,2019-47,143,30.425531914893615
96,2012-44,142,30.21276595744681
97,2015-32,142,30.21276595744681
98,2012-11,142,30.21276595744681
99,2014-15,142,30.21276595744681
100,2012-38,142,30.21276595744681
101,2013-25,141,30.0
102,2015-43,141,30.0
103,2015-42,141,30.0
104,2014-40,140,29.78723404255319
105,2014-30,139,29.574468085106382
106,2011-32,139,29.574468085106382
107,2015-41,138,29.361702127659573
108,2012-24,138,29.361702127659573
109,2013-42,138,29.361702127659573
110,2007-1,138,29.361702127659573
111,2016-32,138,29.361702127659573
112,2015-37,137,29.148936170212764
113,2017-51,137,29.148936170212764
114,2013-36,137,29.148936170212764
115,2013-30,137,29.148936170212764
116,2012-30,136,28.936170212765955
117,2012-31,136,28.936170212765955
118,2012-47,136,28.936170212765955
119,2014-23,135,28.72340425531915
120,2016-26,134,28.51063829787234
121,2013-50,134,28.51063829787234
122,2015-47,134,28.51063829787234
123,2012-41,133,28.29787234042553
124,2020-30,133,28.29787234042553
125,2010-28,132,28.085106382978722
126,2017-42,132,28.085106382978722
127,2007-25,132,28.085106382978722
128,2015-33,132,28.085106382978722
129,2014-24,131,27.872340425531913
130,2014-32,131,27.872340425531913
131,2012-50,130,27.659574468085104
132,2009-37,130,27.659574468085104
133,2012-23,130,27.659574468085104
134,2014-17,130,27.659574468085104
135,2014-5,129,27.446808510638295
136,2014-4,129,27.446808510638295
137,2011-51,128,27.23404255319149
138,2012-51,128,27.23404255319149
139,2013-22,127,27.02127659574468
140,2011-33,127,27.02127659574468
141,2017-49,127,27.02127659574468
142,2016-35,127,27.02127659574468
143,2012-40,126,26.80851063829787
144,2011-34,126,26.80851063829787
145,2012-16,126,26.80851063829787
146,2014-14,126,26.80851063829787
147,2015-31,126,26.80851063829787
148,2012-43,124,26.382978723404253
149,2020-8,124,26.382978723404253
150,2013-29,124,26.382978723404253
151,2013-23,123,26.170212765957444
152,2014-18,123,26.170212765957444
153,2016-39,123,26.170212765957444
154,2010-32,123,26.170212765957444
155,2012-39,123,26.170212765957444
156,2008-31,123,26.170212765957444
157,2014-50,123,26.170212765957444
158,2008-47,122,25.95744680851064
159,2017-39,122,25.95744680851064
160,2020-2,121,25.74468085106383
161,2016-42,121,25.74468085106383
162,2012-49,121,25.74468085106383
163,2016-38,120,25.53191489361702
164,2020-20,120,25.53191489361702
165,2014-47,120,25.53191489361702
166,2017-7,120,25.53191489361702
167,2013-21,120,25.53191489361702
168,2016-45,119,25.319148936170212
169,2014-44,119,25.319148936170212
170,2015-36,118,25.106382978723403
171,2013-26,118,25.106382978723403
172,2020-14,118,25.106382978723403
173,2008-16,117,24.893617021276594
174,2016-37,117,24.893617021276594
175,2015-11,117,24.893617021276594
176,2011-44,116,24.680851063829785
177,2020-19,116,24.680851063829785
178,2011-37,116,24.680851063829785
179,2009-30,116,24.680851063829785
180,2014-46,116,24.680851063829785
181,2011-43,116,24.680851063829785
182,2019-30,116,24.680851063829785
183,2015-34,115,24.46808510638298
184,2009-3,115,24.46808510638298
185,2014-19,115,24.46808510638298
186,2016-6,115,24.46808510638298
187,2010-34,115,24.46808510638298
188,2011-40,114,24.25531914893617
189,2018-27,114,24.25531914893617
190,2011-30,113,24.04255319148936
191,2008-1,113,24.04255319148936
192,2015-46,113,24.04255319148936
193,2013-49,113,24.04255319148936
194,2019-43,113,24.04255319148936
195,2015-40,112,23.829787234042552
196,2014-52,112,23.829787234042552
197,2007-35,112,23.829787234042552
198,2015-30,112,23.829787234042552
199,2011-28,112,23.829787234042552
200,2020-21,112,23.829787234042552
201,2012-36,112,23.829787234042552
202,2019-52,111,23.617021276595743
203,2019-42,111,23.617021276595743
204,2016-36,111,23.617021276595743
205,2008-17,111,23.617021276595743
206,2020-9,111,23.617021276595743
207,2012-12,110,23.404255319148934
208,2008-32,110,23.404255319148934
209,2014-9,110,23.404255319148934
210,2011-41,110,23.404255319148934
211,2020-28,110,23.404255319148934
212,2011-31,110,23.404255319148934
213,2014-20,109,23.19148936170213
214,2017-15,109,23.19148936170213
215,2015-44,109,23.19148936170213
216,2012-15,109,23.19148936170213
217,2011-29,109,23.19148936170213
218,2013-17,109,23.19148936170213
219,2013-24,109,23.19148936170213
220,2011-39,108,22.97872340425532
221,2012-20,108,22.97872340425532
222,2007-27,108,22.97872340425532
223,2020-35,107,22.76595744680851
224,2012-2,107,22.76595744680851
225,2014-7,107,22.76595744680851
226,2007-50,107,22.76595744680851
227,2014-45,107,22.76595744680851
228,2014-2,106,22.5531914893617
229,2016-44,106,22.5531914893617
230,2012-5,105,22.340425531914892
231,2014-22,105,22.340425531914892
232,2019-28,105,22.340425531914892
233,2013-18,104,22.127659574468083
234,2006-39,104,22.127659574468083
235,2019-31,104,22.127659574468083
236,2015-28,104,22.127659574468083
237,2012-19,103,21.914893617021274
238,2010-35,103,21.914893617021274
239,2014-48,103,21.914893617021274
240,2017-26,103,21.914893617021274
241,2008-25,102,21.70212765957447
242,2015-2,102,21.70212765957447
243,2011-36,101,21.48936170212766
244,2019-37,101,21.48936170212766
245,2016-29,101,21.48936170212766
246,2016-46,101,21.48936170212766
247,2008-41,101,21.48936170212766
248,2017-38,100,21.27659574468085
249,2008-24,100,21.27659574468085
250,2016-31,100,21.27659574468085
251,2008-3,100,21.27659574468085
252,2017-23,100,21.27659574468085
253,2015-14,100,21.27659574468085
254,2016-13,99,21.06382978723404
255,2012-22,99,21.06382978723404
256,2015-35,99,21.06382978723404
257,2015-24,99,21.06382978723404
258,2012-17,98,20.851063829787233
259,2015-12,98,20.851063829787233
260,2015-26,98,20.851063829787233
261,2019-48,98,20.851063829787233
262,2007-44,98,20.851063829787233
263,2010-41,98,20.851063829787233
264,2019-1,98,20.851063829787233
265,2016-9,98,20.851063829787233
266,2010-40,98,20.851063829787233
267,2014-13,98,20.851063829787233
268,2008-43,98,20.851063829787233
269,2011-50,98,20.851063829787233
270,2015-5,98,20.851063829787233
271,2020-24,97,20.638297872340424
272,2010-29,97,20.638297872340424
273,2009-33,97,20.638297872340424
274,2016-23,97,20.638297872340424
275,2017-30,97,20.638297872340424
276,2016-33,96,20.425531914893615
277,2011-46,96,20.425531914893615
278,2007-32,95,20.21276595744681
279,2019-25,95,20.21276595744681
280,2009-28,95,20.21276595744681
281,2014-6,95,20.21276595744681
282,2006-48,95,20.21276595744681
283,2011-24,95,20.21276595744681
284,2015-52,95,20.21276595744681
285,2010-39,95,20.21276595744681
286,2015-3,95,20.21276595744681
287,2009-34,95,20.21276595744681
288,2007-33,94,20.0
289,2015-29,94,20.0
290,2011-38,94,20.0
291,2015-15,94,20.0
292,2007-38,94,20.0
293,2006-33,94,20.0
294,2009-29,93,19.78723404255319
295,2019-44,93,19.78723404255319
296,2012-21,93,19.78723404255319
297,2008-8,93,19.78723404255319
298,2015-23,93,19.78723404255319
299,2007-28,93,19.78723404255319
300,2013-51,93,19.78723404255319
301,2019-16,93,19.78723404255319
302,2015-48,93,19.78723404255319
303,2017-52,92,19.574468085106382
304,2016-34,92,19.574468085106382
305,2010-43,92,19.574468085106382
306,2010-45,92,19.574468085106382
307,2009-6,92,19.574468085106382
308,2008-38,92,19.574468085106382
309,2007-45,92,19.574468085106382
310,2015-10,92,19.574468085106382
311,2011-48,92,19.574468085106382
312,2017-50,92,19.574468085106382
313,2014-12,91,19.361702127659573
314,2017-8,91,19.361702127659573
315,2010-37,91,19.361702127659573
316,2019-49,91,19.361702127659573
317,2013-20,91,19.361702127659573
318,2020-12,91,19.361702127659573
319,2012-14,91,19.361702127659573
320,2020-3,91,19.361702127659573
321,2007-37,91,19.361702127659573
322,2015-21,90,19.148936170212764
323,2017-40,90,19.148936170212764
324,2015-16,90,19.148936170212764
325,2018-1,90,19.148936170212764
326,2008-30,90,19.148936170212764
327,2015-51,90,19.148936170212764
328,2008-23,90,19.148936170212764
329,2008-42,90,19.148936170212764
330,2017-43,90,19.148936170212764
331,2015-18,89,18.93617021276596
332,2010-31,89,18.93617021276596
333,2016-24,89,18.93617021276596
334,2006-50,89,18.93617021276596
335,2012-10,89,18.93617021276596
336,2006-28,89,18.93617021276596
337,2011-45,89,18.93617021276596
338,2016-15,89,18.93617021276596
339,2015-25,89,18.93617021276596
340,2012-3,88,18.72340425531915
341,2020-26,88,18.72340425531915
342,2015-4,88,18.72340425531915
343,2019-45,88,18.72340425531915
344,2008-29,88,18.72340425531915
345,2016-40,87,18.51063829787234
346,2010-44,87,18.51063829787234
347,2007-40,87,18.51063829787234
348,2017-11,87,18.51063829787234
349,2012-18,87,18.51063829787234
350,2014-10,87,18.51063829787234
351,2008-39,87,18.51063829787234
352,2010-30,86,18.29787234042553
353,2007-42,86,18.29787234042553
354,2020-23,86,18.29787234042553
355,2015-1,86,18.29787234042553
356,2016-5,86,18.29787234042553
357,2017-4,86,18.29787234042553
358,2008-28,86,18.29787234042553
359,2013-13,86,18.29787234042553
360,2015-6,86,18.29787234042553
361,2013-9,86,18.29787234042553
362,2015-19,86,18.29787234042553
363,2017-32,86,18.29787234042553
364,2017-34,86,18.29787234042553
365,2016-21,85,18.085106382978722
366,2019-35,85,18.085106382978722
367,2015-22,85,18.085106382978722
368,2017-41,85,18.085106382978722
369,2016-28,85,18.085106382978722
370,2009-7,85,18.085106382978722
371,2009-35,85,18.085106382978722
372,2008-2,85,18.085106382978722
373,2008-4,85,18.085106382978722
374,2012-6,85,18.085106382978722
375,2018-29,85,18.085106382978722
376,2009-4,84,17.872340425531913
377,2020-7,84,17.872340425531913
378,2007-29,84,17.872340425531913
379,2019-32,84,17.872340425531913
380,2017-47,84,17.872340425531913
381,2008-33,84,17.872340425531913
382,2017-19,84,17.872340425531913
383,2009-36,84,17.872340425531913
384,2012-4,84,17.872340425531913
385,2019-26,84,17.872340425531913
386,2017-20,83,17.659574468085104
387,2017-29,83,17.659574468085104
388,2016-22,83,17.659574468085104
389,2020-22,83,17.659574468085104
390,2020-1,83,17.659574468085104
391,2014-51,83,17.659574468085104
392,2012-48,82,17.4468085106383
393,2013-19,82,17.4468085106383
394,2011-47,82,17.4468085106383
395,2017-16,82,17.4468085106383
396,2016-7,82,17.4468085106383
397,2016-11,82,17.4468085106383
398,2012-13,82,17.4468085106383
399,2016-41,82,17.4468085106383
400,2010-25,81,17.23404255319149
401,2018-32,81,17.23404255319149
402,2015-17,81,17.23404255319149
403,2008-15,81,17.23404255319149
404,2017-28,81,17.23404255319149
405,2011-9,81,17.23404255319149
406,2010-36,81,17.23404255319149
407,2009-22,80,17.02127659574468
408,2006-31,80,17.02127659574468
409,2020-6,80,17.02127659574468
410,2016-4,80,17.02127659574468
411,2013-15,80,17.02127659574468
412,2009-5,80,17.02127659574468
413,2010-33,80,17.02127659574468
414,2014-11,80,17.02127659574468
415,2008-34,80,17.02127659574468
416,2006-46,79,16.80851063829787
417,2015-13,79,16.80851063829787
418,2013-14,79,16.80851063829787
419,2017-33,79,16.80851063829787
420,2006-45,79,16.80851063829787
421,2008-35,79,16.80851063829787
422,2011-22,79,16.80851063829787
423,2009-24,79,16.80851063829787
424,2008-40,79,16.80851063829787
425,2016-52,78,16.595744680851062
426,2016-10,78,16.595744680851062
427,2008-7,78,16.595744680851062
428,2018-28,78,16.595744680851062
429,2019-14,78,16.595744680851062
430,2007-46,78,16.595744680851062
431,2008-46,78,16.595744680851062
432,2007-4,78,16.595744680851062
433,2009-31,77,16.382978723404253
434,2007-34,77,16.382978723404253
435,2015-50,77,16.382978723404253
436,2007-43,77,16.382978723404253
437,2011-15,77,16.382978723404253
438,2017-31,77,16.382978723404253
439,2016-43,77,16.382978723404253
440,2015-20,77,16.382978723404253
441,2019-22,77,16.382978723404253
442,2007-39,76,16.170212765957448
443,2016-16,76,16.170212765957448
444,2010-42,76,16.170212765957448
445,2019-34,76,16.170212765957448
446,2007-26,76,16.170212765957448
447,2013-16,76,16.170212765957448
448,2009-12,76,16.170212765957448
449,2010-38,76,16.170212765957448
450,2013-10,76,16.170212765957448
451,2006-47,76,16.170212765957448
452,2019-29,76,16.170212765957448
453,2009-32,76,16.170212765957448
454,2009-21,75,15.957446808510637
455,2019-20,75,15.957446808510637
456,2007-10,75,15.957446808510637
457,2016-20,75,15.957446808510637
458,2019-33,75,15.957446808510637
459,2007-11,75,15.957446808510637
460,2017-25,75,15.957446808510637
461,2016-8,75,15.957446808510637
462,2008-9,75,15.957446808510637
463,2006-49,74,15.74468085106383
464,2009-26,74,15.74468085106383
465,2011-18,74,15.74468085106383
466,2020-11,73,15.53191489361702
467,2019-11,73,15.53191489361702
468,2016-2,73,15.53191489361702
469,2008-5,73,15.53191489361702
470,2016-47,73,15.53191489361702
471,2006-41,73,15.53191489361702
472,2011-49,73,15.53191489361702
473,2017-46,73,15.53191489361702
474,2017-17,73,15.53191489361702
475,2015-9,73,15.53191489361702
476,2015-49,73,15.53191489361702
477,2007-41,73,15.53191489361702
478,2009-17,72,15.319148936170212
479,2016-19,72,15.319148936170212
480,2013-11,72,15.319148936170212
481,2010-22,72,15.319148936170212
482,2008-48,72,15.319148936170212
483,2007-3,72,15.319148936170212
484,2010-46,72,15.319148936170212
485,2012-9,72,15.319148936170212
486,2017-6,72,15.319148936170212
487,2008-26,72,15.319148936170212
488,2019-23,72,15.319148936170212
489,2007-23,72,15.319148936170212
490,2019-36,71,15.106382978723405
491,2009-16,71,15.106382978723405
492,2011-25,71,15.106382978723405
493,2006-27,71,15.106382978723405
494,2010-24,71,15.106382978723405
495,2015-7,71,15.106382978723405
496,2014-49,71,15.106382978723405
497,2019-2,71,15.106382978723405
498,2018-3,71,15.106382978723405
499,2009-39,71,15.106382978723405
500,2016-18,70,14.893617021276595
501,2018-40,70,14.893617021276595
502,2017-24,70,14.893617021276595
503,2017-48,70,14.893617021276595
504,2016-25,70,14.893617021276595
505,2019-24,70,14.893617021276595
506,2009-25,70,14.893617021276595
507,2012-7,70,14.893617021276595
508,2008-13,69,14.680851063829786
509,2008-49,69,14.680851063829786
510,2009-49,69,14.680851063829786
511,2008-10,69,14.680851063829786
512,2013-3,68,14.468085106382977
513,2009-8,68,14.468085106382977
514,2007-30,68,14.468085106382977
515,2017-10,68,14.468085106382977
516,2019-13,68,14.468085106382977
517,2017-2,68,14.468085106382977
518,2006-40,68,14.468085106382977
519,2008-45,68,14.468085106382977
520,2007-9,68,14.468085106382977
521,2016-14,68,14.468085106382977
522,2009-23,68,14.468085106382977
523,2009-42,68,14.468085106382977
524,2020-5,67,14.25531914893617
525,2017-45,67,14.25531914893617
526,2018-35,67,14.25531914893617
527,2013-7,67,14.25531914893617
528,2007-48,67,14.25531914893617
529,2016-3,67,14.25531914893617
530,2008-21,67,14.25531914893617
531,2006-29,67,14.25531914893617
532,2018-37,67,14.25531914893617
533,2016-51,67,14.25531914893617
534,2011-10,67,14.25531914893617
535,2009-47,66,14.042553191489361
536,2017-5,66,14.042553191489361
537,2017-36,66,14.042553191489361
538,2008-22,66,14.042553191489361
539,2008-36,66,14.042553191489361
540,2008-11,66,14.042553191489361
541,2017-37,66,14.042553191489361
542,2006-32,65,13.829787234042552
543,2017-21,65,13.829787234042552
544,2008-19,65,13.829787234042552
545,2018-31,65,13.829787234042552
546,2006-17,65,13.829787234042552
547,2007-2,65,13.829787234042552
548,2011-1,65,13.829787234042552
549,2009-46,65,13.829787234042552
550,2006-30,65,13.829787234042552
551,2016-1,65,13.829787234042552
552,2007-24,64,13.617021276595745
553,2006-24,64,13.617021276595745
554,2016-48,64,13.617021276595745
555,2018-33,64,13.617021276595745
556,2007-19,64,13.617021276595745
557,2011-2,64,13.617021276595745
558,2016-49,64,13.617021276595745
559,2006-43,64,13.617021276595745
560,2016-53,64,13.617021276595745
561,2009-44,63,13.404255319148936
562,2007-16,63,13.404255319148936
563,2009-2,63,13.404255319148936
564,2009-20,63,13.404255319148936
565,2010-19,63,13.404255319148936
566,2009-1,63,13.404255319148936
567,2009-14,63,13.404255319148936
568,2011-7,63,13.404255319148936
569,2016-12,63,13.404255319148936
570,2017-44,63,13.404255319148936
571,2019-15,63,13.404255319148936
572,2009-9,63,13.404255319148936
573,2012-8,63,13.404255319148936
574,2006-34,63,13.404255319148936
575,2017-35,62,13.191489361702127
576,2010-18,62,13.191489361702127
577,2009-41,62,13.191489361702127
578,2017-22,62,13.191489361702127
579,2010-15,62,13.191489361702127
580,2016-17,62,13.191489361702127
581,2010-21,62,13.191489361702127
582,2017-18,62,13.191489361702127
583,2011-13,61,12.97872340425532
584,2006-26,61,12.97872340425532
585,2008-20,61,12.97872340425532
586,2007-36,61,12.97872340425532
587,2017-12,61,12.97872340425532
588,2006-42,61,12.97872340425532
589,2018-6,60,12.76595744680851
590,2006-18,60,12.76595744680851
591,2020-25,60,12.76595744680851
592,2006-23,60,12.76595744680851
593,2018-38,60,12.76595744680851
594,2009-48,60,12.76595744680851
595,2011-11,60,12.76595744680851
596,2006-52,60,12.76595744680851
597,2007-18,60,12.76595744680851
598,2016-50,59,12.553191489361701
599,2018-4,59,12.553191489361701
600,2006-20,59,12.553191489361701
601,2006-37,59,12.553191489361701
602,2006-16,59,12.553191489361701
603,2015-8,59,12.553191489361701
604,2010-49,59,12.553191489361701
605,2008-18,59,12.553191489361701
606,2010-14,59,12.553191489361701
607,2008-12,59,12.553191489361701
608,2018-26,58,12.340425531914892
609,2007-6,58,12.340425531914892
610,2008-51,58,12.340425531914892
611,2018-7,58,12.340425531914892
612,2019-17,58,12.340425531914892
613,2013-8,58,12.340425531914892
614,2010-52,58,12.340425531914892
615,2011-14,58,12.340425531914892
616,2010-11,58,12.340425531914892
617,2011-23,57,12.127659574468085
618,2007-31,57,12.127659574468085
619,2018-46,57,12.127659574468085
620,2008-37,57,12.127659574468085
621,2007-13,57,12.127659574468085
622,2019-19,57,12.127659574468085
623,2011-6,57,12.127659574468085
624,2007-49,57,12.127659574468085
625,2009-10,57,12.127659574468085
626,2013-4,57,12.127659574468085
627,2011-17,57,12.127659574468085
628,2011-5,57,12.127659574468085
629,2019-6,57,12.127659574468085
630,2013-2,56,11.914893617021276
631,2013-6,56,11.914893617021276
632,2008-52,56,11.914893617021276
633,2009-11,56,11.914893617021276
634,2006-44,56,11.914893617021276
635,2018-50,56,11.914893617021276
636,2008-6,56,11.914893617021276
637,2018-9,56,11.914893617021276
638,2017-14,56,11.914893617021276
639,2019-12,56,11.914893617021276
640,2010-9,55,11.702127659574467
641,2011-20,55,11.702127659574467
642,2011-21,55,11.702127659574467
643,2006-35,55,11.702127659574467
644,2018-47,55,11.702127659574467
645,2013-12,55,11.702127659574467
646,2009-40,55,11.702127659574467
647,2009-43,54,11.48936170212766
648,2007-8,54,11.48936170212766
649,2019-3,54,11.48936170212766
650,2007-14,54,11.48936170212766
651,2009-13,54,11.48936170212766
652,2010-1,54,11.48936170212766
653,2019-4,54,11.48936170212766
654,2010-17,54,11.48936170212766
655,2017-13,53,11.27659574468085
656,2010-20,53,11.27659574468085
657,2011-16,53,11.27659574468085
658,2008-14,53,11.27659574468085
659,2013-5,53,11.27659574468085
660,2011-8,52,11.063829787234042
661,2006-38,52,11.063829787234042
662,2007-5,52,11.063829787234042
663,2007-12,52,11.063829787234042
664,2009-50,51,10.851063829787234
665,2018-18,51,10.851063829787234
666,2017-9,51,10.851063829787234
667,2018-30,51,10.851063829787234
668,2011-19,51,10.851063829787234
669,2007-17,50,10.638297872340425
670,2006-25,50,10.638297872340425
671,2018-22,50,10.638297872340425
672,2007-52,50,10.638297872340425
673,2011-12,50,10.638297872340425
674,2010-23,50,10.638297872340425
675,2006-15,49,10.425531914893616
676,2017-3,49,10.425531914893616
677,2008-50,49,10.425531914893616
678,2006-22,49,10.425531914893616
679,2018-51,49,10.425531914893616
680,2018-41,49,10.425531914893616
681,2007-15,49,10.425531914893616
682,2006-51,49,10.425531914893616
683,2007-21,49,10.425531914893616
684,2007-20,49,10.425531914893616
685,2006-36,49,10.425531914893616
686,2009-45,49,10.425531914893616
687,2018-23,49,10.425531914893616
688,2015-53,49,10.425531914893616
689,2010-47,48,10.212765957446807
690,2010-16,48,10.212765957446807
691,2018-8,48,10.212765957446807
692,2010-53,48,10.212765957446807
693,2010-50,47,10.0
694,2018-39,47,10.0
695,2018-17,47,10.0
696,2018-12,47,10.0
697,2006-19,47,10.0
698,2010-48,47,10.0
699,2020-4,47,10.0
700,2007-51,47,10.0
701,2010-51,47,10.0
702,2010-7,46,9.787234042553191
703,2011-4,46,9.787234042553191
704,2019-18,46,9.787234042553191
705,2010-13,45,9.574468085106382
706,2009-18,45,9.574468085106382
707,2007-47,45,9.574468085106382
708,2018-11,45,9.574468085106382
709,2010-10,45,9.574468085106382
710,2018-15,45,9.574468085106382
711,2018-44,45,9.574468085106382
712,2007-7,44,9.361702127659575
713,2007-22,44,9.361702127659575
714,2018-36,44,9.361702127659575
715,2018-10,44,9.361702127659575
716,2011-3,43,9.148936170212766
717,2017-1,43,9.148936170212766
718,2018-19,43,9.148936170212766
719,2006-14,43,9.148936170212766
720,2019-5,42,8.936170212765957
721,2010-3,42,8.936170212765957
722,2018-2,42,8.936170212765957
723,2018-42,42,8.936170212765957
724,2009-19,42,8.936170212765957
725,2018-13,42,8.936170212765957
726,2018-34,41,8.72340425531915
727,2018-43,41,8.72340425531915
728,2018-45,41,8.72340425531915
729,2019-9,41,8.72340425531915
730,2018-21,41,8.72340425531915
731,2018-25,40,8.51063829787234
732,2010-2,40,8.51063829787234
733,2009-15,40,8.51063829787234
734,2018-52,40,8.51063829787234
735,2010-12,39,8.297872340425531
736,2010-6,39,8.297872340425531
737,2009-51,39,8.297872340425531
738,2006-21,39,8.297872340425531
739,2018-48,39,8.297872340425531
740,2009-52,38,8.085106382978724
741,2019-8,37,7.872340425531915
742,2018-49,37,7.872340425531915
743,2010-5,36,7.659574468085106
744,2018-24,36,7.659574468085106
745,2018-16,35,7.446808510638298
746,2019-7,35,7.446808510638298
747,2018-14,35,7.446808510638298
748,2009-53,35,7.446808510638298
749,2019-10,35,7.446808510638298
750,2018-20,34,7.234042553191489
751,2010-4,34,7.234042553191489
752,2018-5,33,7.0212765957446805
753,2010-8,31,6.595744680851063
754,2006-11,18,3.829787234042553
755,2006-13,16,3.404255319148936
756,2020-36,13,2.7659574468085104
757,2006-7,11,2.3404255319148937
758,2006-10,10,2.127659574468085
759,2006-4,8,1.702127659574468
760,2006-2,8,1.702127659574468
761,2006-6,6,1.276595744680851
762,2006-3,6,1.276595744680851
763,2006-9,5,1.0638297872340425
764,2006-12,5,1.0638297872340425
765,2006-1,3,0.6382978723404255
766,2006-8,2,0.425531914893617
767,2006-5,2,0.425531914893617
